time,position
5778,"(117.57137, 23.239766, 0)"
5778,"(118.598433, 23.279118, 0)"
5778,"(118.364849, 23.105504, 0)"
5778,"(118.760218, 23.334745, 0)"
5784,"(118.096318, 23.45495, 0)"
5784,"(118.566796, 23.941366, 0)"
5784,"(118.384249, 23.581545, 0)"
5784,"(118.49168, 23.904491, 0)"
5784,"(118.476137, 23.868773, 0)"
5784,"(118.193029, 24.116344, 0)"
5784,"(118.391372, 23.714878, 0)"
5784,"(118.469466, 23.864233, 0)"
5784,"(118.503615, 23.382206, 0)"
5784,"(118.685835, 23.868157, 0)"
5784,"(118.432184, 24.080614, 0)"
5784,"(118.04549, 23.585895, 0)"
5784,"(118.406391, 23.972409, 0)"
5784,"(118.696911, 23.688203, 0)"
5784,"(118.515446, 24.070415, 0)"
5784,"(118.853091, 23.919159, 0)"
5784,"(118.814514, 24.211702, 0)"
5784,"(117.966881, 23.191559, 0)"
5784,"(117.341206, 23.38669, 0)"
5784,"(117.572638, 23.240055, 0)"
5784,"(118.599154, 23.280225, 0)"
5784,"(118.369002, 23.107954, 0)"
5784,"(118.763025, 23.338872, 0)"
5790,"(118.098174, 23.455234, 0)"
5790,"(117.770467, 23.529457, 0)"
5790,"(118.567504, 23.939818, 0)"
5790,"(118.388876, 23.585471, 0)"
5790,"(118.179411, 23.095893, 0)"
5790,"(118.492885, 23.906693, 0)"
5790,"(118.477524, 23.870671, 0)"
5790,"(118.194016, 24.116037, 0)"
5790,"(118.394309, 23.718256, 0)"
5790,"(118.470585, 23.865269, 0)"
5790,"(118.508344, 23.385451, 0)"
5790,"(118.685476, 23.862233, 0)"
5790,"(118.044916, 23.585808, 0)"
5790,"(118.407566, 23.97609, 0)"
5790,"(118.51491, 24.071566, 0)"
5790,"(118.854126, 23.928825, 0)"
5790,"(117.772906, 23.216526, 0)"
5790,"(118.814372, 24.21154, 0)"
5790,"(117.97354, 23.19287, 0)"
5790,"(117.342518, 23.38692, 0)"
5790,"(117.575274, 23.239979, 0)"
5790,"(118.597497, 23.279273, 0)"
5790,"(118.366335, 23.106986, 0)"
5790,"(118.765996, 23.343064, 0)"
5796,"(118.093802, 23.453381, 0)"
5796,"(118.568211, 23.938439, 0)"
5796,"(118.388382, 23.584091, 0)"
5796,"(118.493816, 23.907734, 0)"
5796,"(118.47873, 23.872135, 0)"
5796,"(118.194992, 24.115724, 0)"
5796,"(118.472012, 23.867209, 0)"
5796,"(118.505973, 23.382385, 0)"
5796,"(118.687582, 23.867787, 0)"
5796,"(118.434832, 24.074505, 0)"
5796,"(118.046963, 23.58668, 0)"
5796,"(118.408547, 23.976733, 0)"
5796,"(118.514713, 24.070213, 0)"
5796,"(118.85243, 23.913549, 0)"
5796,"(117.777453, 23.216558, 0)"
5796,"(118.814344, 24.210087, 0)"
5796,"(117.969307, 23.192832, 0)"
5796,"(117.567498, 23.243019, 0)"
5796,"(118.599426, 23.281465, 0)"
5796,"(118.366457, 23.107462, 0)"
5802,"(118.098858, 23.454879, 0)"
5802,"(117.771014, 23.529496, 0)"
5802,"(118.568709, 23.935475, 0)"
5802,"(118.390856, 23.585912, 0)"
5802,"(118.182397, 23.095304, 0)"
5802,"(118.495186, 23.91051, 0)"
5802,"(118.479171, 23.870333, 0)"
5802,"(118.195798, 24.115604, 0)"
5802,"(118.39398, 23.715399, 0)"
5802,"(118.473648, 23.87024, 0)"
5802,"(118.687483, 23.863235, 0)"
5802,"(118.434926, 24.080416, 0)"
5802,"(118.048143, 23.587217, 0)"
5802,"(118.409086, 23.972683, 0)"
5802,"(118.702332, 23.693938, 0)"
5802,"(118.514064, 24.073076, 0)"
5802,"(118.85312, 23.920415, 0)"
5802,"(117.776393, 23.217007, 0)"
5802,"(118.815539, 24.203877, 0)"
5802,"(117.964721, 23.192768, 0)"
5802,"(117.339509, 23.391292, 0)"
5802,"(117.572399, 23.242117, 0)"
5802,"(118.595628, 23.278661, 0)"
5802,"(118.372087, 23.110628, 0)"
5802,"(118.76251, 23.340961, 0)"
5808,"(118.098709, 23.454524, 0)"
5808,"(117.768314, 23.529984, 0)"
5808,"(118.570149, 23.940533, 0)"
5808,"(118.391678, 23.585939, 0)"
5808,"(118.18622, 23.095762, 0)"
5808,"(118.495251, 23.906885, 0)"
5808,"(118.480334, 23.87146, 0)"
5808,"(118.196108, 24.11708, 0)"
5808,"(118.473838, 23.867708, 0)"
5808,"(118.50546, 23.379866, 0)"
5808,"(118.689528, 23.86866, 0)"
5808,"(118.436183, 24.077849, 0)"
5808,"(118.046488, 23.586748, 0)"
5808,"(118.410241, 23.975107, 0)"
5808,"(118.702258, 23.691579, 0)"
5808,"(118.514241, 24.067427, 0)"
5808,"(118.852972, 23.918984, 0)"
5808,"(117.778319, 23.217286, 0)"
5808,"(118.8147, 24.206267, 0)"
5808,"(117.974623, 23.194558, 0)"
5808,"(117.347145, 23.387123, 0)"
5808,"(117.573824, 23.242452, 0)"
5808,"(118.598415, 23.281616, 0)"
5808,"(118.368618, 23.109278, 0)"
5808,"(118.763627, 23.343204, 0)"
5814,"(118.099422, 23.454465, 0)"
5814,"(117.770646, 23.52963, 0)"
5814,"(118.571524, 23.945033, 0)"
5814,"(118.392234, 23.58565, 0)"
5814,"(118.19122, 23.096595, 0)"
5814,"(118.49688, 23.911475, 0)"
5814,"(118.196184, 24.119083, 0)"
5814,"(118.475571, 23.870451, 0)"
5814,"(118.50842, 23.381498, 0)"
5814,"(118.689405, 23.863757, 0)"
5814,"(118.436643, 24.081174, 0)"
5814,"(118.047949, 23.587411, 0)"
5814,"(118.411408, 23.97844, 0)"
5814,"(118.702698, 23.690472, 0)"
5814,"(118.514055, 24.06566, 0)"
5814,"(118.85345, 23.923947, 0)"
5814,"(117.777309, 23.217767, 0)"
5814,"(118.813347, 24.210412, 0)"
5814,"(117.974545, 23.194976, 0)"
5814,"(117.339698, 23.393423, 0)"
5814,"(118.595594, 23.279668, 0)"
5814,"(118.368514, 23.109574, 0)"
5814,"(118.761756, 23.341927, 0)"
5820,"(118.101406, 23.454944, 0)"
5820,"(118.57129, 23.935269, 0)"
5820,"(118.390855, 23.583191, 0)"
5820,"(118.183316, 23.093493, 0)"
5820,"(118.497122, 23.908693, 0)"
5820,"(118.481233, 23.86833, 0)"
5820,"(118.197268, 24.11851, 0)"
5820,"(118.396122, 23.715197, 0)"
5820,"(118.476498, 23.870911, 0)"
5820,"(118.505824, 23.37821, 0)"
5820,"(118.690858, 23.866734, 0)"
5820,"(118.437661, 24.080813, 0)"
5820,"(118.048151, 23.587608, 0)"
5820,"(118.412161, 23.977661, 0)"
5820,"(118.706038, 23.695945, 0)"
5820,"(118.513571, 24.066157, 0)"
5820,"(118.85285, 23.918501, 0)"
5820,"(117.776435, 23.218246, 0)"
5820,"(118.814881, 24.202903, 0)"
5820,"(117.346227, 23.389951, 0)"
5820,"(118.5916, 23.276683, 0)"
5820,"(118.764926, 23.346552, 0)"
5826,"(118.09988, 23.454013, 0)"
5826,"(117.77073, 23.529798, 0)"
5826,"(118.572924, 23.942112, 0)"
5826,"(118.391925, 23.583533, 0)"
5826,"(118.182749, 23.092558, 0)"
5826,"(118.498033, 23.909754, 0)"
5826,"(118.483103, 23.872248, 0)"
5826,"(118.198304, 24.117794, 0)"
5826,"(118.397051, 23.715458, 0)"
5826,"(118.477871, 23.872665, 0)"
5826,"(118.508901, 23.379889, 0)"
5826,"(118.691277, 23.86443, 0)"
5826,"(118.438415, 24.081482, 0)"
5826,"(118.050416, 23.588554, 0)"
5826,"(118.412826, 23.974854, 0)"
5826,"(118.705349, 23.692105, 0)"
5826,"(118.51352, 24.063764, 0)"
5826,"(118.85318, 23.921875, 0)"
5826,"(117.774094, 23.218797, 0)"
5826,"(117.978857, 23.196503, 0)"
5826,"(117.346038, 23.391228, 0)"
5826,"(117.569751, 23.245682, 0)"
5826,"(118.594506, 23.279644, 0)"
5826,"(118.374501, 23.113313, 0)"
5826,"(118.766583, 23.349344, 0)"
5832,"(118.103018, 23.45497, 0)"
5832,"(117.768752, 23.530042, 0)"
5832,"(118.573637, 23.940753, 0)"
5832,"(118.391594, 23.582211, 0)"
5832,"(118.185149, 23.092564, 0)"
5832,"(118.498742, 23.909081, 0)"
5832,"(118.483525, 23.870419, 0)"
5832,"(118.199107, 24.117988, 0)"
5832,"(118.47814, 23.870287, 0)"
5832,"(118.514011, 23.383389, 0)"
5832,"(118.692421, 23.865556, 0)"
5832,"(118.438755, 24.085111, 0)"
5832,"(118.048092, 23.587755, 0)"
5832,"(118.413999, 23.977564, 0)"
5832,"(118.707183, 23.69434, 0)"
5832,"(118.512855, 24.066675, 0)"
5832,"(118.852456, 23.915641, 0)"
5832,"(117.770973, 23.219499, 0)"
5832,"(117.977964, 23.196909, 0)"
5832,"(117.346878, 23.391834, 0)"
5832,"(118.591825, 23.277847, 0)"
5832,"(118.377004, 23.114895, 0)"
5832,"(118.767023, 23.350808, 0)"
5838,"(117.766619, 23.530463, 0)"
5838,"(118.574155, 23.938428, 0)"
5838,"(118.396194, 23.586383, 0)"
5838,"(118.182138, 23.090934, 0)"
5838,"(118.498911, 23.906137, 0)"
5838,"(118.48493, 23.87264, 0)"
5838,"(118.199255, 24.119794, 0)"
5838,"(118.3989, 23.715989, 0)"
5838,"(118.508727, 23.377716, 0)"
5838,"(118.439923, 24.083726, 0)"
5838,"(118.050442, 23.588861, 0)"
5838,"(118.707936, 23.693836, 0)"
5838,"(118.512854, 24.062044, 0)"
5838,"(118.852545, 23.916497, 0)"
5838,"(117.775233, 23.219522, 0)"
5838,"(118.815863, 24.194583, 0)"
5838,"(117.976153, 23.19708, 0)"
5838,"(117.349771, 23.390923, 0)"
5838,"(117.573024, 23.246108, 0)"
5838,"(118.589514, 23.276402, 0)"
5838,"(118.372799, 23.113209, 0)"
5838,"(118.760577, 23.344235, 0)"
5844,"(118.101568, 23.453648, 0)"
5844,"(117.76685, 23.53045, 0)"
5844,"(118.192989, 23.093633, 0)"
5844,"(118.499688, 23.906082, 0)"
5844,"(118.485977, 23.872916, 0)"
5844,"(118.199511, 24.121277, 0)"
5844,"(118.480271, 23.872017, 0)"
5844,"(118.51014, 23.377943, 0)"
5844,"(118.694191, 23.865695, 0)"
5844,"(118.440754, 24.08438, 0)"
5844,"(118.050895, 23.589166, 0)"
5844,"(118.415673, 23.976233, 0)"
5844,"(118.708061, 23.691967, 0)"
5844,"(117.775098, 23.22, 0)"
5844,"(118.815863, 24.19323, 0)"
5844,"(117.977475, 23.197745, 0)"
5844,"(117.345383, 23.39502, 0)"
5844,"(117.575005, 23.246132, 0)"
5844,"(118.59479, 23.281434, 0)"
5844,"(118.37123, 23.112763, 0)"
5844,"(118.766526, 23.352094, 0)"
5850,"(118.103616, 23.454083, 0)"
5850,"(117.768526, 23.530241, 0)"
5850,"(118.576879, 23.947174, 0)"
5850,"(118.394278, 23.582468, 0)"
5850,"(118.189457, 23.09174, 0)"
5850,"(118.500904, 23.908445, 0)"
5850,"(118.200241, 24.12154, 0)"
5850,"(118.481869, 23.874845, 0)"
5850,"(118.695473, 23.867601, 0)"
5850,"(118.441626, 24.08453, 0)"
5850,"(118.05034, 23.589018, 0)"
5850,"(118.416516, 23.975343, 0)"
5850,"(118.708261, 23.690243, 0)"
5850,"(118.51231, 24.060057, 0)"
5850,"(118.852525, 23.91737, 0)"
5850,"(117.771079, 23.220698, 0)"
5850,"(118.814004, 24.200056, 0)"
5850,"(117.971577, 23.197477, 0)"
5850,"(117.351076, 23.392249, 0)"
5850,"(117.570264, 23.24826, 0)"
5850,"(118.585598, 23.274024, 0)"
5850,"(118.383108, 23.119113, 0)"
5850,"(118.769174, 23.3561, 0)"
5856,"(118.104644, 23.454238, 0)"
5856,"(117.766746, 23.530546, 0)"
5856,"(118.57753, 23.94445, 0)"
5856,"(118.399373, 23.587119, 0)"
5856,"(118.193675, 23.092352, 0)"
5856,"(118.501186, 23.906039, 0)"
5856,"(118.487749, 23.873133, 0)"
5856,"(118.201177, 24.121288, 0)"
5856,"(118.482793, 23.874923, 0)"
5856,"(118.696102, 23.866498, 0)"
5856,"(118.443051, 24.081385, 0)"
5856,"(118.055099, 23.591032, 0)"
5856,"(118.417459, 23.976493, 0)"
5856,"(118.711667, 23.695843, 0)"
5856,"(118.511412, 24.06508, 0)"
5856,"(118.852482, 23.917077, 0)"
5856,"(118.813787, 24.199691, 0)"
5856,"(117.976593, 23.198603, 0)"
5856,"(117.568321, 23.24956, 0)"
5856,"(118.589129, 23.277585, 0)"
5856,"(118.373715, 23.11486, 0)"
5856,"(118.762586, 23.349408, 0)"
5862,"(118.099866, 23.451966, 0)"
5862,"(117.766526, 23.530674, 0)"
5862,"(118.578475, 23.945348, 0)"
5862,"(118.396756, 23.583369, 0)"
5862,"(118.190039, 23.090464, 0)"
5862,"(118.503026, 23.91155, 0)"
5862,"(118.488443, 23.872681, 0)"
5862,"(118.201641, 24.122314, 0)"
5862,"(118.403732, 23.718755, 0)"
5862,"(118.482027, 23.868654, 0)"
5862,"(118.514477, 23.378764, 0)"
5862,"(118.697541, 23.869182, 0)"
5862,"(118.443597, 24.083299, 0)"
5862,"(118.052426, 23.590053, 0)"
5862,"(118.418504, 23.97773, 0)"
5862,"(118.713204, 23.697006, 0)"
5862,"(118.511231, 24.06331, 0)"
5862,"(118.851986, 23.913465, 0)"
5862,"(117.768064, 23.22176, 0)"
5862,"(118.81474, 24.194125, 0)"
5862,"(117.978244, 23.199341, 0)"
5862,"(117.351667, 23.39404, 0)"
5862,"(117.56636, 23.250888, 0)"
5862,"(118.586238, 23.27552, 0)"
5862,"(118.379812, 23.118148, 0)"
5862,"(118.768788, 23.357628, 0)"
5868,"(118.106411, 23.454266, 0)"
5868,"(117.763136, 23.531235, 0)"
5868,"(118.579425, 23.946564, 0)"
5868,"(118.400308, 23.586318, 0)"
5868,"(118.184957, 23.088174, 0)"
5868,"(118.503096, 23.907938, 0)"
5868,"(118.489054, 23.871587, 0)"
5868,"(118.202346, 24.12245, 0)"
5868,"(118.405911, 23.72108, 0)"
5868,"(118.483521, 23.871073, 0)"
5868,"(118.51461, 23.377995, 0)"
5868,"(118.698616, 23.870141, 0)"
5868,"(118.444657, 24.082491, 0)"
5868,"(118.053022, 23.590335, 0)"
5868,"(118.419472, 23.979803, 0)"
5868,"(118.714038, 23.696956, 0)"
5868,"(118.511425, 24.056722, 0)"
5868,"(118.85182, 23.911901, 0)"
5868,"(117.769857, 23.22196, 0)"
5868,"(118.813564, 24.197923, 0)"
5868,"(117.980382, 23.200047, 0)"
5868,"(117.349928, 23.396325, 0)"
5868,"(117.570059, 23.250318, 0)"
5868,"(118.590076, 23.279231, 0)"
5868,"(118.380974, 23.119176, 0)"
5868,"(118.762586, 23.351212, 0)"
5874,"(118.107281, 23.454259, 0)"
5874,"(117.766652, 23.530702, 0)"
5874,"(118.57987, 23.942164, 0)"
5874,"(118.398279, 23.583169, 0)"
5874,"(118.19536, 23.090681, 0)"
5874,"(118.503496, 23.906293, 0)"
5874,"(118.490125, 23.872369, 0)"
5874,"(118.202858, 24.1233, 0)"
5874,"(118.485759, 23.876362, 0)"
5874,"(118.518611, 23.380552, 0)"
5874,"(118.699735, 23.871215, 0)"
5874,"(118.052169, 23.590194, 0)"
5874,"(118.42033, 23.978645, 0)"
5874,"(118.510789, 24.060049, 0)"
5874,"(118.851302, 23.907573, 0)"
5874,"(117.766243, 23.222701, 0)"
5874,"(118.813969, 24.194946, 0)"
5874,"(117.351839, 23.396201, 0)"
5874,"(117.571438, 23.250587, 0)"
5874,"(118.588374, 23.278366, 0)"
5874,"(118.376226, 23.117164, 0)"
5874,"(118.76575, 23.355733, 0)"
5880,"(117.765342, 23.530977, 0)"
5880,"(118.581024, 23.945147, 0)"
5880,"(118.402396, 23.586851, 0)"
5880,"(118.200465, 23.091666, 0)"
5880,"(118.491037, 23.872734, 0)"
5880,"(118.203234, 24.12453, 0)"
5880,"(118.405379, 23.717788, 0)"
5880,"(118.486096, 23.87421, 0)"
5880,"(118.699382, 23.865103, 0)"
5880,"(118.445955, 24.085982, 0)"
5880,"(118.055449, 23.591524, 0)"
5880,"(118.421126, 23.977631, 0)"
5880,"(118.716178, 23.697536, 0)"
5880,"(118.510665, 24.056815, 0)"
5880,"(118.85149, 23.910148, 0)"
5880,"(117.97438, 23.20023, 0)"
5880,"(117.351203, 23.397716, 0)"
5880,"(117.573146, 23.250754, 0)"
5880,"(118.579757, 23.271594, 0)"
5880,"(118.381899, 23.120343, 0)"
5880,"(118.766174, 23.357291, 0)"
5886,"(118.105275, 23.452738, 0)"
5886,"(117.762935, 23.531358, 0)"
5886,"(118.581637, 23.943258, 0)"
5886,"(118.398795, 23.581962, 0)"
5886,"(118.188494, 23.087105, 0)"
5886,"(118.505697, 23.909403, 0)"
5886,"(118.49214, 23.873632, 0)"
5886,"(118.204555, 24.123262, 0)"
5886,"(118.405728, 23.717059, 0)"
5886,"(118.486434, 23.872193, 0)"
5886,"(118.522364, 23.381773, 0)"
5886,"(118.701306, 23.869934, 0)"
5886,"(118.446905, 24.086143, 0)"
5886,"(118.422329, 23.981301, 0)"
5886,"(118.71725, 23.697851, 0)"
5886,"(118.510191, 24.05875, 0)"
5886,"(118.851632, 23.911237, 0)"
5886,"(117.766309, 23.223449, 0)"
5886,"(118.813017, 24.196573, 0)"
5886,"(117.976921, 23.201039, 0)"
5886,"(117.356073, 23.395517, 0)"
5886,"(117.572636, 23.251632, 0)"
5886,"(118.579543, 23.27189, 0)"
5886,"(118.378114, 23.118775, 0)"
5892,"(118.105867, 23.452742, 0)"
5892,"(117.763366, 23.53137, 0)"
5892,"(118.582242, 23.94056, 0)"
5892,"(118.40111, 23.583676, 0)"
5892,"(118.188491, 23.086418, 0)"
5892,"(118.506324, 23.909059, 0)"
5892,"(118.492891, 23.873395, 0)"
5892,"(118.204637, 24.125179, 0)"
5892,"(118.407845, 23.719335, 0)"
5892,"(118.487665, 23.873624, 0)"
5892,"(118.520383, 23.379089, 0)"
5892,"(118.702676, 23.872685, 0)"
5892,"(118.447512, 24.087426, 0)"
5892,"(118.057831, 23.592783, 0)"
5892,"(118.422962, 23.97816, 0)"
5892,"(118.716648, 23.694264, 0)"
5892,"(118.510128, 24.055307, 0)"
5892,"(118.850985, 23.906464, 0)"
5892,"(117.764065, 23.224048, 0)"
5892,"(118.812621, 24.196791, 0)"
5892,"(117.978889, 23.201809, 0)"
5892,"(117.354624, 23.397567, 0)"
5892,"(117.570125, 23.253093, 0)"
5892,"(118.583396, 23.275553, 0)"
5892,"(118.384066, 23.122175, 0)"
5892,"(118.767418, 23.360564, 0)"
5898,"(117.762739, 23.53156, 0)"
5898,"(118.583553, 23.944771, 0)"
5898,"(118.405125, 23.58708, 0)"
5898,"(118.194437, 23.087564, 0)"
5898,"(118.507075, 23.90856, 0)"
5898,"(118.494197, 23.874949, 0)"
5898,"(118.205643, 24.124783, 0)"
5898,"(118.406926, 23.7166, 0)"
5898,"(118.488619, 23.873871, 0)"
5898,"(118.522644, 23.380122, 0)"
5898,"(118.702688, 23.868242, 0)"
5898,"(118.055637, 23.591921, 0)"
5898,"(118.424015, 23.979984, 0)"
5898,"(118.71831, 23.695939, 0)"
5898,"(118.50961, 24.05677, 0)"
5898,"(118.852129, 23.91606, 0)"
5898,"(117.761994, 23.224691, 0)"
5898,"(118.811933, 24.19857, 0)"
5898,"(117.983688, 23.202967, 0)"
5898,"(117.575023, 23.252188, 0)"
5898,"(118.583647, 23.276278, 0)"
5898,"(118.378564, 23.119752, 0)"
5898,"(118.762301, 23.355489, 0)"
5904,"(118.106862, 23.452436, 0)"
5904,"(117.761886, 23.531731, 0)"
5904,"(118.584142, 23.943093, 0)"
5904,"(118.402254, 23.583056, 0)"
5904,"(118.193112, 23.086412, 0)"
5904,"(118.507537, 23.906973, 0)"
5904,"(118.494282, 23.871531, 0)"
5904,"(118.206048, 24.125844, 0)"
5904,"(118.411162, 23.722117, 0)"
5904,"(118.489457, 23.873593, 0)"
5904,"(118.524238, 23.3806, 0)"
5904,"(118.703756, 23.868894, 0)"
5904,"(118.449678, 24.085819, 0)"
5904,"(118.0576, 23.592924, 0)"
5904,"(118.425042, 23.982497, 0)"
5904,"(118.717125, 23.69093, 0)"
5904,"(118.509358, 24.055159, 0)"
5904,"(118.851504, 23.910344, 0)"
5904,"(118.813077, 24.19217, 0)"
5904,"(117.985967, 23.203691, 0)"
5904,"(117.354716, 23.399775, 0)"
5904,"(117.568379, 23.25488, 0)"
5904,"(118.58104, 23.274534, 0)"
5904,"(118.379601, 23.120654, 0)"
5904,"(118.765391, 23.359948, 0)"
5910,"(118.110278, 23.453468, 0)"
5910,"(117.760508, 23.531983, 0)"
5910,"(118.58591, 23.951252, 0)"
5910,"(118.405366, 23.585675, 0)"
5910,"(118.194306, 23.086072, 0)"
5910,"(118.50883, 23.909921, 0)"
5910,"(118.496559, 23.877309, 0)"
5910,"(118.207222, 24.125096, 0)"
5910,"(118.408412, 23.716596, 0)"
5910,"(118.525816, 23.38092, 0)"
5910,"(118.704888, 23.870345, 0)"
5910,"(118.450219, 24.088272, 0)"
5910,"(118.059857, 23.59385, 0)"
5910,"(118.425763, 23.97951, 0)"
5910,"(118.717251, 23.689107, 0)"
5910,"(118.509075, 24.054142, 0)"
5910,"(118.850983, 23.906844, 0)"
5910,"(117.75867, 23.225746, 0)"
5910,"(118.812243, 24.194327, 0)"
5910,"(117.985481, 23.204187, 0)"
5910,"(117.35646, 23.399707, 0)"
5910,"(117.561015, 23.258043, 0)"
5910,"(118.581214, 23.275132, 0)"
5910,"(118.382241, 23.122381, 0)"
5910,"(118.766677, 23.362454, 0)"
5916,"(118.109385, 23.452759, 0)"
5916,"(117.761375, 23.531885, 0)"
5916,"(118.586182, 23.945643, 0)"
5916,"(118.407031, 23.586611, 0)"
5916,"(118.197921, 23.086512, 0)"
5916,"(118.497363, 23.877208, 0)"
5916,"(118.207134, 24.127432, 0)"
5916,"(118.40946, 23.716969, 0)"
5916,"(118.49097, 23.872759, 0)"
5916,"(118.526662, 23.380632, 0)"
5916,"(118.451551, 24.085868, 0)"
5916,"(118.426872, 23.982035, 0)"
5916,"(118.722449, 23.698845, 0)"
5916,"(118.508706, 24.053908, 0)"
5916,"(118.851182, 23.908998, 0)"
5916,"(117.766155, 23.225486, 0)"
5916,"(118.812743, 24.190859, 0)"
5916,"(117.981552, 23.204053, 0)"
5916,"(117.569981, 23.255887, 0)"
5916,"(118.57712, 23.272217, 0)"
5916,"(118.376706, 23.11999, 0)"
5916,"(118.762954, 23.358927, 0)"
5922,"(118.108168, 23.451969, 0)"
5922,"(117.761389, 23.53196, 0)"
5922,"(118.587566, 23.949806, 0)"
5922,"(118.407948, 23.586557, 0)"
5922,"(118.498456, 23.87782, 0)"
5922,"(118.208458, 24.125896, 0)"
5922,"(118.410582, 23.717518, 0)"
5922,"(118.493004, 23.877366, 0)"
5922,"(118.523021, 23.376385, 0)"
5922,"(118.706943, 23.871917, 0)"
5922,"(118.452134, 24.087659, 0)"
5922,"(118.06118, 23.594658, 0)"
5922,"(118.427681, 23.980532, 0)"
5922,"(118.722603, 23.697195, 0)"
5922,"(118.508425, 24.053471, 0)"
5922,"(118.851262, 23.90965, 0)"
5922,"(117.76276, 23.226167, 0)"
5922,"(118.811307, 24.196061, 0)"
5922,"(117.988719, 23.20557, 0)"
5922,"(117.569732, 23.256545, 0)"
5922,"(118.578085, 23.273509, 0)"
5922,"(118.382946, 23.123398, 0)"
5922,"(118.765417, 23.362838, 0)"
5928,"(118.109696, 23.452246, 0)"
5928,"(117.763564, 23.53169, 0)"
5928,"(118.58846, 23.950815, 0)"
5928,"(118.408142, 23.586031, 0)"
5928,"(118.205602, 23.087477, 0)"
5928,"(118.511149, 23.910051, 0)"
5928,"(118.499517, 23.878811, 0)"
5928,"(118.209614, 24.125273, 0)"
5928,"(118.410582, 23.716294, 0)"
5928,"(118.493697, 23.876962, 0)"
5928,"(118.524981, 23.377073, 0)"
5928,"(118.70785, 23.871571, 0)"
5928,"(118.453041, 24.088004, 0)"
5928,"(118.061559, 23.594872, 0)"
5928,"(118.428561, 23.980396, 0)"
5928,"(118.724554, 23.699248, 0)"
5928,"(118.508018, 24.053611, 0)"
5928,"(118.850972, 23.907389, 0)"
5928,"(117.757141, 23.22711, 0)"
5928,"(118.810663, 24.197774, 0)"
5928,"(117.985756, 23.205531, 0)"
5928,"(117.569147, 23.257363, 0)"
5928,"(118.574793, 23.271206, 0)"
5928,"(118.763961, 23.361959, 0)"
5934,"(118.111527, 23.452574, 0)"
5934,"(118.589324, 23.951111, 0)"
5934,"(118.4094, 23.586457, 0)"
5934,"(118.195798, 23.083557, 0)"
5934,"(118.512451, 23.912889, 0)"
5934,"(118.499048, 23.873222, 0)"
5934,"(118.209023, 24.128924, 0)"
5934,"(118.412642, 23.718412, 0)"
5934,"(118.494016, 23.874445, 0)"
5934,"(118.53056, 23.381166, 0)"
5934,"(118.709482, 23.875606, 0)"
5934,"(118.453692, 24.089604, 0)"
5934,"(118.062272, 23.595296, 0)"
5934,"(118.429572, 23.98259, 0)"
5934,"(118.72458, 23.697189, 0)"
5934,"(118.50791, 24.051342, 0)"
5934,"(117.756599, 23.227579, 0)"
5934,"(118.811863, 24.19101, 0)"
5934,"(117.986577, 23.206202, 0)"
5934,"(117.358472, 23.402754, 0)"
5934,"(117.567838, 23.258498, 0)"
5934,"(118.574419, 23.271357, 0)"
5934,"(118.381357, 23.123394, 0)"
5934,"(118.765967, 23.365299, 0)"
5940,"(117.760974, 23.532129, 0)"
5940,"(118.590056, 23.949212, 0)"
5940,"(118.407793, 23.5837, 0)"
5940,"(118.1965, 23.083082, 0)"
5940,"(118.513101, 23.912382, 0)"
5940,"(118.50122, 23.878496, 0)"
5940,"(118.209897, 24.128766, 0)"
5940,"(118.412861, 23.717476, 0)"
5940,"(118.52522, 23.375318, 0)"
5940,"(118.71042, 23.876163, 0)"
5940,"(118.454397, 24.091055, 0)"
5940,"(118.062314, 23.59542, 0)"
5940,"(118.430492, 23.983447, 0)"
5940,"(118.725001, 23.696018, 0)"
5940,"(118.507324, 24.053895, 0)"
5940,"(118.850115, 23.901115, 0)"
5940,"(117.754681, 23.228154, 0)"
5940,"(118.811437, 24.191593, 0)"
5940,"(117.360184, 23.402795, 0)"
5940,"(117.566052, 23.259707, 0)"
5940,"(118.578382, 23.275146, 0)"
5940,"(118.386246, 23.126272, 0)"
5940,"(118.764154, 23.363928, 0)"
5946,"(118.11492, 23.453359, 0)"
5946,"(117.759012, 23.532537, 0)"
5946,"(118.590865, 23.949275, 0)"
5946,"(118.411062, 23.586441, 0)"
5946,"(118.201764, 23.08391, 0)"
5946,"(118.513177, 23.908091, 0)"
5946,"(118.501879, 23.877749, 0)"
5946,"(118.210511, 24.129344, 0)"
5946,"(118.413927, 23.71805, 0)"
5946,"(118.495715, 23.874356, 0)"
5946,"(118.525493, 23.374503, 0)"
5946,"(118.709716, 23.868069, 0)"
5946,"(118.455121, 24.092129, 0)"
5946,"(118.061003, 23.594896, 0)"
5946,"(118.431147, 23.979339, 0)"
5946,"(118.726739, 23.697994, 0)"
5946,"(118.507056, 24.05244, 0)"
5946,"(118.850402, 23.903609, 0)"
5946,"(117.7618, 23.227848, 0)"
5946,"(118.811426, 24.190127, 0)"
5946,"(117.363672, 23.401506, 0)"
5946,"(117.5672, 23.260137, 0)"
5946,"(118.56977, 23.268407, 0)"
5946,"(118.390678, 23.128923, 0)"
5946,"(118.761944, 23.362328, 0)"
5952,"(118.111539, 23.451633, 0)"
5952,"(117.758263, 23.532617, 0)"
5952,"(118.591933, 23.950815, 0)"
5952,"(118.411148, 23.585652, 0)"
5952,"(118.194722, 23.08112, 0)"
